1 12 0.009186432964911305 1.0000466677555726 0.7745179549641139 7.7451795496411391e-01 0.7757286344723227 0.7767587438402809   
2 24 0.009196133841896704 1.124166368218781 0.7731846905324365 7.7318469053243655e-01 0.7748100369584697 0.7752069430434172   
3 36 0.009370174566916299 1.1695503792514295 0.7724134159212789 7.7241341592127888e-01 0.774181464658316 0.775716813686431   
4 48 0.010547818873630183 1.1688415519423998 0.7707301906300847 7.7073019063008474e-01 0.7732108341462169 0.7738096958446623   
5 60 0.011508549015656231 1.2266458157430944 0.7702798345199431 7.7027983451994309e-01 0.7714976201012682 0.7720009940867187   
6 72 0.012347051240921246 1.2898451024429212 0.7699704241339118 7.6997042413391181e-01 0.7708084602884481 0.7731352876376207   
7 84 0.012936421783253858 1.3128583164794663 0.7690826961250238 7.6908269612502378e-01 0.7707244993555342 0.7719026196275054   
8 96 0.014275598725145815 1.3245473522463325 0.7673698802988933 7.6736988029889330e-01 0.7699727959715015 0.7712249922401828   
9 108 0.016139350322383304 1.392808920382817 0.7656550233671844 7.6565502336718438e-01 0.7683330944758646 0.7695043819519686   
10 120 0.01812672113851623 1.4717355069042832 0.7644691378817778 7.6446913788177784e-01 0.7660014258893755 0.7694926846598569   
11 132 0.021247669146952922 1.5034083258532007 0.7618097818269169 7.6180978182691694e-01 0.7647069992913591 0.7674431206902528   
12 144 0.023122480103371302 1.5512375217409724 0.759475483969809 7.5947548396980902e-01 0.7642355236350353 0.765592411291077   
13 156 0.025545104099675513 1.5648555594956466 0.7572736326929299 7.5727363269292991e-01 0.7618215498202674 0.7646220252130653   
14 168 0.029066307524001352 1.6394297166576584 0.753808787785608 7.5380878778560800e-01 0.7583132552387835 0.7664497180047839   
15 180 0.03381400228701307 1.6699452249055067 0.748932286747919 7.4893228674791901e-01 0.7541729527014873 0.7571987089239545   
16 192 0.03979025175409216 1.7261640566939296 0.7450378061285248 7.4503780612852477e-01 0.7508712245572322 0.755987447955838   
17 204 0.046504563996191246 1.7256107598383956 0.7350744210376672 7.3507442103766718e-01 0.7443614060562688 0.7564317685722199   
18 216 0.05559171650896011 1.73603737955775 0.7250205661179022 7.2502056611790222e-01 0.7372295300967977 0.747191074927241   
19 228 0.06581635296106136 1.78104572391109 0.7211729448898225 7.2117294488982253e-01 0.732019949755885 0.7412300530793507   
20 240 0.07862303033804473 1.7910629211371054 0.7063056462548979 7.0630564625489789e-01 0.7258180120501242 0.7421078789375297   
